order_id,order_date,sku,product_name,category,color,size,unit_price,quantity,revenue
9812,2022-09-08 14:09:15,SHIRT-001,Classic Dress Shirt,Tops,Navy,S,62.34,2,124.68
9812,2022-09-08 14:09:15,JEANS-001,Slim Fit Denim Jeans,Bottoms,,L,87.65,1,87.65
9813,2022-09-08 21:42:06,SHORTS-001,Chino Shorts,Bottoms,Blue,XL,32.66,1,32.66
9814,2022-09-08 11:30:00,ACCESSORY-001,Leather Belt,Accessories,Red,One Size,29.04,1,29.04
9815,2022-09-08 16:16:44,ACCESSORY-001,Leather Belt,Accessories,Black,One Size,35.18,1,35.18
9816,2022-09-08 13:48:15,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Navy,XL,21.33,1,21.33
9816,2022-09-08 13:48:15,SWEATER-001,Cable Knit Sweater,Tops,Brown,S,74.95,1,74.95
9817,2022-09-08 11:47:02,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,White,M,31.91,1,31.91
9818,2022-09-08 18:10:45,HOODIE-001,Premium Zip Hoodie,Outerwear,Red,L,81.88,1,81.88
9819,2022-09-08 09:10:07,SKIRT-001,A-Line Midi Skirt,Bottoms,Blue,XS,46.34,1,46.34
9819,2022-09-08 09:10:07,JACKET-001,Denim Jacket,Outerwear,Green,XL,101.73,1,101.73
9819,2022-09-08 09:10:07,DRESS-001,Summer Maxi Dress,Dresses,Pink,S,51.94,1,51.94
9820,2022-09-08 11:51:25,SKIRT-001,A-Line Midi Skirt,Bottoms,Navy,XL,41.26,1,41.26
9821,2022-09-09 17:59:14,SKIRT-001,A-Line Midi Skirt,Bottoms,Pink,XXL,54.7,2,109.4
9822,2022-09-09 17:40:30,SKIRT-001,A-Line Midi Skirt,Bottoms,Green,S,50.55,1,50.55
9823,2022-09-09 11:28:17,SKIRT-001,A-Line Midi Skirt,Bottoms,Pink,S,43.32,1,43.32
9824,2022-09-09 14:01:09,ACCESSORY-001,Leather Belt,Accessories,Gray,One Size,34.02,1,34.02
9824,2022-09-09 14:01:09,SKIRT-001,A-Line Midi Skirt,Bottoms,Black,One Size,47.6,1,47.6
9824,2022-09-09 14:01:09,SWEATER-001,Cable Knit Sweater,Tops,Brown,M,77.82,1,77.82
9824,2022-09-09 14:01:09,SKIRT-001,A-Line Midi Skirt,Bottoms,Green,XL,46.09,1,46.09
9825,2022-09-09 19:34:56,SHIRT-001,Classic Dress Shirt,Tops,Green,L,44.17,1,44.17
9826,2022-09-09 10:19:14,SHORTS-001,Chino Shorts,Bottoms,Black,M,34.51,1,34.51
9827,2022-09-09 18:30:43,JACKET-001,Denim Jacket,Outerwear,Beige,L,96.76,1,96.76
9827,2022-09-09 18:30:43,SWEATER-001,Cable Knit Sweater,Tops,Black,XL,85.11,3,255.32999999999998
9828,2022-09-09 14:54:20,SHORTS-001,Chino Shorts,Bottoms,Pink,L,34.75,2,69.5
9829,2022-09-09 14:13:11,JEANS-001,Slim Fit Denim Jeans,Bottoms,Brown,XS,91.22,1,91.22
9830,2022-09-09 19:57:34,JACKET-001,Denim Jacket,Outerwear,Green,XXL,82.41,1,82.41
9831,2022-09-09 15:47:20,SHORTS-001,Chino Shorts,Bottoms,Red,XXL,37.66,1,37.66
9831,2022-09-09 15:47:20,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Blue,L,27.46,1,27.46
9832,2022-09-09 16:03:51,JACKET-001,Denim Jacket,Outerwear,Red,L,95.56,2,191.12
9832,2022-09-09 16:03:51,DRESS-001,Summer Maxi Dress,Dresses,Navy,XS,69.04,1,69.04
9832,2022-09-09 16:03:51,SHORTS-001,Chino Shorts,Bottoms,Navy,M,33.61,1,33.61
9833,2022-09-09 15:07:09,SKIRT-001,A-Line Midi Skirt,Bottoms,White,XS,44.02,1,44.02
9833,2022-09-09 15:07:09,SKIRT-001,A-Line Midi Skirt,Bottoms,Beige,XL,51.5,1,51.5
9833,2022-09-09 15:07:09,ACCESSORY-001,Leather Belt,Accessories,Red,One Size,38.44,1,38.44
9834,2022-09-09 16:02:10,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Gray,XL,25.37,2,50.74
9835,2022-09-09 15:46:15,JEANS-001,Slim Fit Denim Jeans,Bottoms,Brown,S,97.09,1,97.09
9836,2022-09-09 10:31:11,SWEATER-001,Cable Knit Sweater,Tops,Red,XS,93.65,1,93.65
9836,2022-09-09 10:31:11,SWEATER-001,Cable Knit Sweater,Tops,Pink,XS,77.08,1,77.08
9836,2022-09-09 10:31:11,SHIRT-001,Classic Dress Shirt,Tops,Black,One Size,43.79,1,43.79
9836,2022-09-09 10:31:11,SHORTS-001,Chino Shorts,Bottoms,Beige,XXL,40.95,2,81.9
9837,2022-09-09 09:18:28,ACCESSORY-001,Leather Belt,Accessories,Gray,,26.28,1,26.28
9837,2022-09-09 09:18:28,JEANS-001,Slim Fit Denim Jeans,Bottoms,Red,XXL,68.59,1,68.59
9837,2022-09-09 09:18:28,HOODIE-001,Premium Zip Hoodie,Outerwear,Navy,S,68.74,1,68.74
9837,2022-09-09 09:18:28,SHORTS-001,Chino Shorts,Bottoms,Black,L,34.09,1,34.09
9838,2022-09-09 21:42:15,SHIRT-001,Classic Dress Shirt,Tops,Blue,One Size,60.85,2,121.7
9839,2022-09-09 21:46:13,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,White,S,21.31,1,21.31
9839,2022-09-09 21:46:13,HOODIE-001,Premium Zip Hoodie,Outerwear,Blue,XS,59.99,1,59.99
9840,2022-09-09 21:00:45,JACKET-001,Denim Jacket,Outerwear,Green,XXL,78.62,1,78.62
9840,2022-09-09 21:00:45,SWEATER-001,Cable Knit Sweater,Tops,Black,L,64.05,2,128.1
9841,2022-09-09 11:07:49,JEANS-001,Slim Fit Denim Jeans,Bottoms,Blue,One Size,82.75,1,82.75
9841,2022-09-09 11:07:49,ACCESSORY-001,Leather Belt,Accessories,Beige,One Size,37.86,1,37.86
9841,2022-09-09 11:07:49,SHIRT-001,Classic Dress Shirt,Tops,Navy,XXL,52.26,1,52.26
9842,2022-09-09 21:20:26,JEANS-001,Slim Fit Denim Jeans,Bottoms,Beige,,75.88,1,75.88
9842,2022-09-09 21:20:26,HOODIE-001,Premium Zip Hoodie,Outerwear,Blue,XXL,83.63,1,83.63
9842,2022-09-09 21:20:26,HOODIE-001,Premium Zip Hoodie,Outerwear,White,One Size,70.58,1,70.58
9843,2022-09-09 14:13:52,HOODIE-001,Premium Zip Hoodie,Outerwear,Navy,M,76.96,1,76.96
9844,2022-09-09 21:54:18,SHORTS-001,Chino Shorts,Bottoms,Red,One Size,39.07,1,39.07
9844,2022-09-09 21:54:18,SWEATER-001,Cable Knit Sweater,Tops,Gray,XS,88.5,2,177.0
9845,2022-09-10 09:06:05,SHIRT-001,Classic Dress Shirt,Tops,Black,L,57.85,1,57.85
9845,2022-09-10 09:06:05,JACKET-001,Denim Jacket,Outerwear,Green,XXL,88.29,3,264.87
9846,2022-09-10 15:47:11,JACKET-001,Denim Jacket,Outerwear,Red,One Size,104.31,1,104.31
9847,2022-09-10 16:38:48,DRESS-001,Summer Maxi Dress,Dresses,Red,L,55.76,3,167.28
9847,2022-09-10 16:38:48,DRESS-001,Summer Maxi Dress,Dresses,Blue,S,50.38,1,50.38
9847,2022-09-10 16:38:48,SHORTS-001,Chino Shorts,Bottoms,White,M,36.73,1,36.73
9847,2022-09-10 16:38:48,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Gray,One Size,27.17,1,27.17
9848,2022-09-10 19:11:16,HOODIE-001,Premium Zip Hoodie,Outerwear,White,M,56.11,2,112.22
9849,2022-09-10 18:44:22,SHIRT-001,Classic Dress Shirt,Tops,Red,One Size,59.9,1,59.9
9850,2022-09-10 10:44:58,ACCESSORY-001,Leather Belt,Accessories,Green,One Size,28.95,1,28.95
9850,2022-09-10 10:44:58,HOODIE-001,Premium Zip Hoodie,Outerwear,Red,XXL,72.76,1,72.76
9850,2022-09-10 10:44:58,SHIRT-001,Classic Dress Shirt,Tops,White,S,50.07,1,50.07
9851,2022-09-10 09:48:12,DRESS-001,Summer Maxi Dress,Dresses,Black,XXL,52.45,1,52.45
9851,2022-09-10 09:48:12,DRESS-001,Summer Maxi Dress,Dresses,Beige,XS,74.55,1,74.55
9852,2022-09-10 16:16:02,JACKET-001,Denim Jacket,Outerwear,Navy,XXL,71.56,1,71.56
9852,2022-09-10 16:16:02,HOODIE-001,Premium Zip Hoodie,Outerwear,Blue,XXL,68.56,1,68.56
9852,2022-09-10 16:16:02,SHIRT-001,Classic Dress Shirt,Tops,Red,XL,55.82,2,111.64
9853,2022-09-10 14:06:12,ACCESSORY-001,Leather Belt,Accessories,Pink,One Size,28.33,1,28.33
9853,2022-09-10 14:06:12,SHORTS-001,Chino Shorts,Bottoms,Brown,One Size,42.1,1,42.1
9854,2022-09-10 20:43:56,SWEATER-001,Cable Knit Sweater,Tops,Black,S,86.98,3,260.94
9854,2022-09-10 20:43:56,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Black,XXL,32.88,1,32.88
9855,2022-09-10 12:47:37,SWEATER-001,Cable Knit Sweater,Tops,Beige,XL,73.02,1,73.02
9855,2022-09-10 12:47:37,SWEATER-001,Cable Knit Sweater,Tops,Black,XS,86.52,1,86.52
9856,2022-09-10 11:01:27,JEANS-001,Slim Fit Denim Jeans,Bottoms,Green,XXL,84.22,1,84.22
9856,2022-09-10 11:01:27,DRESS-001,Summer Maxi Dress,Dresses,Gray,One Size,67.95,3,203.85000000000002
9857,2022-09-10 20:41:18,SWEATER-001,Cable Knit Sweater,Tops,White,XXL,91.53,1,91.53
9858,2022-09-10 09:45:08,HOODIE-001,Premium Zip Hoodie,Outerwear,Black,L,64.97,1,64.97
9858,2022-09-10 09:45:08,SHIRT-001,Classic Dress Shirt,Tops,Navy,XS,46.63,1,46.63
9859,2022-09-10 17:34:53,HOODIE-001,Premium Zip Hoodie,Outerwear,Gray,XXL,70.25,1,70.25
9859,2022-09-10 17:34:53,ACCESSORY-001,Leather Belt,Accessories,Beige,One Size,26.11,1,26.11
9859,2022-09-10 17:34:53,SWEATER-001,Cable Knit Sweater,Tops,Navy,S,95.56,1,95.56
9860,2022-09-10 19:06:54,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Red,XXL,32.28,1,32.28
9861,2022-09-11 18:52:13,DRESS-001,Summer Maxi Dress,Dresses,Red,XL,64.25,1,64.25
9861,2022-09-11 18:52:13,SWEATER-001,Cable Knit Sweater,Tops,White,XXL,72.17,1,72.17
9861,2022-09-11 18:52:13,SHORTS-001,Chino Shorts,Bottoms,Red,S,34.36,1,34.36
9862,2022-09-11 16:50:30,SHIRT-001,Classic Dress Shirt,Tops,Green,One Size,58.35,1,58.35
9863,2022-09-11 12:14:03,SWEATER-001,Cable Knit Sweater,Tops,Navy,XS,89.68,1,89.68
9864,2022-09-11 14:27:36,DRESS-001,Summer Maxi Dress,Dresses,Red,XXL,75.6,1,75.6
9864,2022-09-11 14:27:36,ACCESSORY-001,Leather Belt,Accessories,Green,One Size,26.04,1,26.04
9864,2022-09-11 14:27:36,SHIRT-001,Classic Dress Shirt,Tops,Green,L,57.46,1,57.46
9865,2022-09-11 19:41:03,HOODIE-001,Premium Zip Hoodie,Outerwear,Navy,XL,79.09,1,79.09
9865,2022-09-11 19:41:03,HOODIE-001,Premium Zip Hoodie,Outerwear,Black,XS,75.14,1,75.14
9865,2022-09-11 19:41:03,ACCESSORY-001,Leather Belt,Accessories,Beige,One Size,33.1,1,33.1
9866,2022-09-11 18:25:50,SKIRT-001,A-Line Midi Skirt,Bottoms,Gray,M,49.81,1,49.81
9867,2022-09-11 11:35:33,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Navy,L,28.01,1,28.01
9868,2022-09-11 20:46:41,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Navy,S,28.91,3,86.73
9869,2022-09-11 16:07:47,DRESS-001,Summer Maxi Dress,Dresses,Beige,XL,67.33,1,67.33
9869,2022-09-11 16:07:47,SWEATER-001,Cable Knit Sweater,Tops,Beige,XL,93.09,1,93.09
9870,2022-09-11 12:41:31,SHIRT-001,Classic Dress Shirt,Tops,Gray,M,65.63,2,131.26
9871,2022-09-11 12:39:56,JACKET-001,Denim Jacket,Outerwear,Green,XL,102.91,3,308.73
9872,2022-09-11 14:43:48,SWEATER-001,Cable Knit Sweater,Tops,Beige,L,94.37,1,94.37
9873,2022-09-11 10:40:04,JACKET-001,Denim Jacket,Outerwear,Beige,XL,80.96,1,80.96
9874,2022-09-11 18:48:53,SKIRT-001,A-Line Midi Skirt,Bottoms,Beige,S,46.44,1,46.44
9874,2022-09-11 18:48:53,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Brown,One Size,25.1,1,25.1
9875,2022-09-12 09:40:58,ACCESSORY-001,Leather Belt,Accessories,White,One Size,36.61,1,36.61
9876,2022-09-12 17:51:34,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Red,XL,23.43,1,23.43
9877,2022-09-12 18:15:33,SWEATER-001,Cable Knit Sweater,Tops,Red,S,73.76,1,73.76
9877,2022-09-12 18:15:33,ACCESSORY-001,Leather Belt,Accessories,Green,One Size,31.48,2,62.96
9878,2022-09-12 12:22:39,DRESS-001,Summer Maxi Dress,Dresses,Blue,L,54.11,1,54.11
9879,2022-09-12 15:46:10,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Gray,XXL,31.99,1,31.99
9879,2022-09-12 15:46:10,SHORTS-001,Chino Shorts,Bottoms,Pink,L,43.67,1,43.67
9879,2022-09-12 15:46:10,JEANS-001,Slim Fit Denim Jeans,Bottoms,Blue,XS,75.09,3,225.27
9880,2022-09-12 17:15:48,ACCESSORY-001,Leather Belt,Accessories,Green,One Size,28.64,1,28.64
9881,2022-09-12 21:27:14,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Gray,XL,28.85,1,28.85
9882,2022-09-12 12:57:46,JEANS-001,Slim Fit Denim Jeans,Bottoms,Black,One Size,86.27,1,86.27
9882,2022-09-12 12:57:46,ACCESSORY-001,Leather Belt,Accessories,White,One Size,26.46,3,79.38
9882,2022-09-12 12:57:46,JACKET-001,Denim Jacket,Outerwear,Black,XL,93.71,1,93.71
9882,2022-09-12 12:57:46,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Black,XL,21.74,1,21.74
9883,2022-09-12 09:37:04,SHIRT-001,Classic Dress Shirt,Tops,White,S,61.23,1,61.23
9884,2022-09-12 11:54:37,JACKET-001,Denim Jacket,Outerwear,Navy,XXL,105.36,1,105.36
9884,2022-09-12 11:54:37,SWEATER-001,Cable Knit Sweater,Tops,Gray,XS,87.91,1,87.91
9885,2022-09-12 10:50:48,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Blue,S,29.01,1,29.01
9885,2022-09-12 10:50:48,JEANS-001,Slim Fit Denim Jeans,Bottoms,Black,S,70.92,1,70.92
9886,2022-09-12 15:21:32,SKIRT-001,A-Line Midi Skirt,Bottoms,Navy,One Size,51.48,1,51.48
9887,2022-09-12 12:46:27,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Brown,S,30.88,2,61.76
9888,2022-09-12 13:02:35,JEANS-001,Slim Fit Denim Jeans,Bottoms,Black,One Size,73.64,1,73.64
9889,2022-09-12 14:07:08,DRESS-001,Summer Maxi Dress,Dresses,Beige,L,68.81,1,68.81
9889,2022-09-12 14:07:08,JACKET-001,Denim Jacket,Outerwear,Brown,S,98.99,1,98.99
9889,2022-09-12 14:07:08,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Pink,M,24.33,2,48.66
9890,2022-09-12 14:10:34,ACCESSORY-001,Leather Belt,Accessories,White,One Size,28.26,1,28.26
9890,2022-09-12 14:10:34,SHORTS-001,Chino Shorts,Bottoms,White,M,33.97,2,67.94
9890,2022-09-12 14:10:34,ACCESSORY-001,Leather Belt,Accessories,Pink,One Size,25.61,2,51.22
9891,2022-09-12 15:35:17,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,White,L,21.88,1,21.88
9892,2022-09-12 09:28:39,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,White,S,27.44,1,27.44
9892,2022-09-12 09:28:39,JACKET-001,Denim Jacket,Outerwear,Pink,XL,87.42,1,87.42
9893,2022-09-12 11:40:31,SWEATER-001,Cable Knit Sweater,Tops,Red,S,70.81,1,70.81
9893,2022-09-12 11:40:31,SWEATER-001,Cable Knit Sweater,Tops,Black,S,70.23,1,70.23
9893,2022-09-12 11:40:31,SKIRT-001,A-Line Midi Skirt,Bottoms,Black,L,38.71,1,38.71
9894,2022-09-12 21:17:32,DRESS-001,Summer Maxi Dress,Dresses,Blue,S,74.31,1,74.31
9895,2022-09-12 12:48:19,DRESS-001,Summer Maxi Dress,Dresses,White,One Size,60.08,2,120.16
9895,2022-09-12 12:48:19,SHIRT-001,Classic Dress Shirt,Tops,White,One Size,56.01,1,56.01
9896,2022-09-12 14:15:13,SHORTS-001,Chino Shorts,Bottoms,Black,M,37.36,1,37.36
9896,2022-09-12 14:15:13,HOODIE-001,Premium Zip Hoodie,Outerwear,Red,XXL,60.59,1,60.59
9896,2022-09-12 14:15:13,HOODIE-001,Premium Zip Hoodie,Outerwear,Gray,XS,63.34,1,63.34
9897,2022-09-12 15:20:56,JACKET-001,Denim Jacket,Outerwear,Navy,L,78.27,2,156.54
9897,2022-09-12 15:20:56,ACCESSORY-001,Leather Belt,Accessories,Black,One Size,31.46,1,31.46
9897,2022-09-12 15:20:56,DRESS-001,Summer Maxi Dress,Dresses,Black,XS,70.76,1,70.76
9898,2022-09-12 09:35:50,ACCESSORY-001,Leather Belt,Accessories,Red,One Size,35.45,1,35.45
9899,2022-09-12 18:36:37,DRESS-001,Summer Maxi Dress,Dresses,Pink,One Size,72.21,1,72.21
9899,2022-09-12 18:36:37,SWEATER-001,Cable Knit Sweater,Tops,Navy,XL,91.3,1,91.3
9900,2022-09-12 12:41:59,SHIRT-001,Classic Dress Shirt,Tops,White,XS,46.01,1,46.01
9900,2022-09-12 12:41:59,SHORTS-001,Chino Shorts,Bottoms,White,S,41.96,1,41.96
9900,2022-09-12 12:41:59,JACKET-001,Denim Jacket,Outerwear,Brown,XS,72.91,1,72.91
9901,2022-09-12 18:38:55,JEANS-001,Slim Fit Denim Jeans,Bottoms,,XS,89.27,1,89.27
9901,2022-09-12 18:38:55,JACKET-001,Denim Jacket,Outerwear,,One Size,71.6,1,71.6
9902,2022-09-12 21:38:30,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Pink,M,23.1,1,23.1
9903,2022-09-12 12:01:21,ACCESSORY-001,Leather Belt,Accessories,White,One Size,33.08,1,33.08
9903,2022-09-12 12:01:21,SHIRT-001,Classic Dress Shirt,Tops,Black,L,57.18,1,57.18
9903,2022-09-12 12:01:21,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Navy,XXL,28.07,1,28.07
9904,2022-09-12 14:41:29,SKIRT-001,A-Line Midi Skirt,Bottoms,Black,XS,48.65,1,48.65
9904,2022-09-12 14:41:29,DRESS-001,Summer Maxi Dress,Dresses,Brown,XS,54.72,1,54.72
9904,2022-09-12 14:41:29,SKIRT-001,A-Line Midi Skirt,Bottoms,Navy,XXL,39.48,1,39.48
9905,2022-09-12 21:34:06,SWEATER-001,Cable Knit Sweater,Tops,Brown,One Size,82.51,1,82.51
9905,2022-09-12 21:34:06,JEANS-001,Slim Fit Denim Jeans,Bottoms,Beige,One Size,97.16,3,291.48
9906,2022-09-12 20:39:54,SHIRT-001,Classic Dress Shirt,Tops,Red,L,54.9,1,54.9
9907,2022-09-12 15:05:14,SHIRT-001,Classic Dress Shirt,Tops,Brown,XL,46.54,1,46.54
9908,2022-09-12 13:34:29,SHIRT-001,Classic Dress Shirt,Tops,White,One Size,43.99,2,87.98
9909,2022-09-12 11:06:31,SKIRT-001,A-Line Midi Skirt,Bottoms,White,XS,37.66,1,37.66
9909,2022-09-12 11:06:31,DRESS-001,Summer Maxi Dress,Dresses,Blue,S,55.1,1,55.1
9909,2022-09-12 11:06:31,JACKET-001,Denim Jacket,Outerwear,Black,M,84.0,1,84.0
9910,2022-09-12 21:37:54,SWEATER-001,Cable Knit Sweater,Tops,Navy,XL,89.73,1,89.73
9911,2022-09-12 14:03:24,SHORTS-001,Chino Shorts,Bottoms,Gray,S,38.78,1,38.78
9912,2022-09-12 18:24:06,HOODIE-001,Premium Zip Hoodie,Outerwear,Navy,XL,69.05,1,69.05
9912,2022-09-12 18:24:06,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Beige,One Size,23.32,1,23.32
9912,2022-09-12 18:24:06,ACCESSORY-001,Leather Belt,Accessories,White,One Size,25.77,1,25.77
9912,2022-09-12 18:24:06,DRESS-001,Summer Maxi Dress,Dresses,Pink,L,76.28,1,76.28
9913,2022-09-12 20:38:01,ACCESSORY-001,Leather Belt,Accessories,White,One Size,30.54,1,30.54
9913,2022-09-12 20:38:01,JEANS-001,Slim Fit Denim Jeans,Bottoms,Black,M,75.38,1,75.38
9914,2022-09-12 20:39:10,SWEATER-001,Cable Knit Sweater,Tops,Beige,S,77.09,1,77.09
9914,2022-09-12 20:39:10,DRESS-001,Summer Maxi Dress,Dresses,Red,One Size,58.86,1,58.86
9915,2022-09-12 19:14:02,JACKET-001,Denim Jacket,Outerwear,White,S,98.56,1,98.56
9916,2022-09-12 13:44:58,JACKET-001,Denim Jacket,Outerwear,Red,M,108.01,1,108.01
9917,2022-09-12 12:53:53,JACKET-001,Denim Jacket,Outerwear,Brown,L,99.6,1,99.6
9918,2022-09-12 21:50:35,SKIRT-001,A-Line Midi Skirt,Bottoms,Gray,L,53.29,2,106.58
9918,2022-09-12 21:50:35,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Green,M,31.27,1,31.27
9918,2022-09-12 21:50:35,ACCESSORY-001,Leather Belt,Accessories,Beige,One Size,25.67,1,25.67
9919,2022-09-12 09:45:16,JACKET-001,Denim Jacket,Outerwear,,One Size,104.57,1,104.57
9920,2022-09-12 12:49:06,SHIRT-001,Classic Dress Shirt,Tops,Brown,L,43.44,1,43.44
9920,2022-09-12 12:49:06,SWEATER-001,Cable Knit Sweater,Tops,,XS,95.64,1,95.64
9921,2022-09-12 21:22:40,SHIRT-001,Classic Dress Shirt,Tops,Navy,One Size,52.08,2,104.16
9922,2022-09-12 10:22:02,ACCESSORY-001,Leather Belt,Accessories,Brown,One Size,36.52,1,36.52
9922,2022-09-12 10:22:02,SKIRT-001,A-Line Midi Skirt,Bottoms,Green,L,46.36,1,46.36
9922,2022-09-12 10:22:02,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Black,S,22.25,1,22.25
9923,2022-09-13 17:13:18,ACCESSORY-001,Leather Belt,Accessories,Green,One Size,35.44,1,35.44
9924,2022-09-13 18:26:06,SKIRT-001,A-Line Midi Skirt,Bottoms,Navy,XXL,41.64,1,41.64
9924,2022-09-13 18:26:06,SKIRT-001,A-Line Midi Skirt,Bottoms,Navy,L,45.15,1,45.15
9925,2022-09-13 12:27:08,SWEATER-001,Cable Knit Sweater,Tops,Pink,L,69.13,1,69.13
9925,2022-09-13 12:27:08,ACCESSORY-001,Leather Belt,Accessories,Red,One Size,25.51,3,76.53
9925,2022-09-13 12:27:08,HOODIE-001,Premium Zip Hoodie,Outerwear,Brown,XS,74.76,1,74.76
9925,2022-09-13 12:27:08,JACKET-001,Denim Jacket,Outerwear,Gray,S,102.46,1,102.46
9926,2022-09-13 12:43:26,DRESS-001,Summer Maxi Dress,Dresses,Blue,XS,49.03,1,49.03
9926,2022-09-13 12:43:26,HOODIE-001,Premium Zip Hoodie,Outerwear,White,XXL,60.51,3,181.53
9927,2022-09-13 13:28:19,ACCESSORY-001,Leather Belt,Accessories,Red,One Size,38.27,1,38.27
9928,2022-09-13 15:51:40,HOODIE-001,Premium Zip Hoodie,Outerwear,Green,XS,56.62,1,56.62
9928,2022-09-13 15:51:40,SHORTS-001,Chino Shorts,Bottoms,Gray,L,40.81,2,81.62
9929,2022-09-13 19:42:56,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Gray,S,22.91,1,22.91
9930,2022-09-13 13:16:38,SKIRT-001,A-Line Midi Skirt,Bottoms,Navy,XL,54.42,3,163.26
9931,2022-09-13 21:05:47,JEANS-001,Slim Fit Denim Jeans,Bottoms,Pink,One Size,78.85,1,78.85
9931,2022-09-13 21:05:47,JEANS-001,Slim Fit Denim Jeans,Bottoms,Red,XS,93.49,1,93.49
9932,2022-09-13 16:15:46,SWEATER-001,Cable Knit Sweater,Tops,White,XS,96.05,1,96.05
9932,2022-09-13 16:15:46,SHIRT-001,Classic Dress Shirt,Tops,Black,S,42.62,1,42.62
9933,2022-09-13 10:38:49,SHIRT-001,Classic Dress Shirt,Tops,Beige,XXL,63.35,1,63.35
9933,2022-09-13 10:38:49,SHORTS-001,Chino Shorts,Bottoms,Beige,XL,39.04,2,78.08
9933,2022-09-13 10:38:49,SHIRT-001,Classic Dress Shirt,Tops,Black,M,55.03,3,165.09
9934,2022-09-13 15:39:05,SKIRT-001,A-Line Midi Skirt,Bottoms,Red,XXL,42.55,1,42.55
9934,2022-09-13 15:39:05,DRESS-001,Summer Maxi Dress,Dresses,White,S,61.17,2,122.34
9935,2022-09-13 17:11:34,SHORTS-001,Chino Shorts,Bottoms,Brown,XS,31.83,2,63.66
9936,2022-09-13 09:00:10,HOODIE-001,Premium Zip Hoodie,Outerwear,Green,One Size,60.1,1,60.1
9937,2022-09-13 14:15:34,HOODIE-001,Premium Zip Hoodie,Outerwear,Navy,M,79.94,1,79.94
9938,2022-09-13 13:06:00,DRESS-001,Summer Maxi Dress,Dresses,Gray,XS,55.94,1,55.94
9938,2022-09-13 13:06:00,JEANS-001,Slim Fit Denim Jeans,Bottoms,Green,L,88.9,1,88.9
9939,2022-09-13 14:02:01,SWEATER-001,Cable Knit Sweater,Tops,Gray,S,95.84,1,95.84
9939,2022-09-13 14:02:01,ACCESSORY-001,Leather Belt,Accessories,White,One Size,31.15,1,31.15
9939,2022-09-13 14:02:01,SHORTS-001,Chino Shorts,Bottoms,Gray,M,29.22,2,58.44
9940,2022-09-13 11:50:44,SHORTS-001,Chino Shorts,Bottoms,Pink,XS,36.86,1,36.86
9941,2022-09-13 21:25:18,SKIRT-001,A-Line Midi Skirt,Bottoms,Navy,L,40.6,1,40.6
9941,2022-09-13 21:25:18,SHORTS-001,Chino Shorts,Bottoms,Beige,XL,39.34,1,39.34
9942,2022-09-13 16:30:45,DRESS-001,Summer Maxi Dress,Dresses,Black,XS,73.62,1,73.62
9943,2022-09-13 10:33:00,HOODIE-001,Premium Zip Hoodie,Outerwear,Navy,L,58.77,1,58.77
9943,2022-09-13 10:33:00,SHIRT-001,Classic Dress Shirt,Tops,Gray,XL,58.95,1,58.95
9944,2022-09-13 12:54:22,SKIRT-001,A-Line Midi Skirt,Bottoms,Brown,XS,36.63,1,36.63
9945,2022-09-13 12:36:53,ACCESSORY-001,Leather Belt,Accessories,,One Size,26.34,1,26.34
9946,2022-09-13 16:28:00,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Green,M,22.86,1,22.86
9946,2022-09-13 16:28:00,JACKET-001,Denim Jacket,Outerwear,Brown,XL,101.35,1,101.35
9946,2022-09-13 16:28:00,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Gray,XL,25.27,1,25.27
9947,2022-09-13 16:56:10,DRESS-001,Summer Maxi Dress,Dresses,Black,L,50.22,1,50.22
9947,2022-09-13 16:56:10,SHIRT-001,Classic Dress Shirt,Tops,Gray,S,54.76,1,54.76
